nodes	xpaths
	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[12]/div/div/h3
How transit friendly is Chicago, IL?	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[13]/h3
	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[14]/div/div/h3
What are the top Elementary schools in Chicago, IL?	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[15]/h3
Lenart Elementary Regional Gifted Center	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[15]/div/p/a[1]
Disney Elementary Magnet School	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[15]/div/p/a[2]
Healy Elementary School	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[15]/div/p/a[3]
What are the top high schools in Chicago, IL?	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[17]/h3
Jones College Prep High School	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[17]/div/p/a[1]
Payton College Preparatory High School	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[17]/div/p/a[2]
Northside College Preparatory High School	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[17]/div/p/a[3]
What colleges and universities are in Chicago, IL?	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[19]/h3
Rush University	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[19]/div/p/a[1]
City Colleges of Chicago-Malcolm X College	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[19]/div/p/a[2]
University of Illinois at Chicago	/html/body/div[1]/main/section/div[1]/section[2]/section[1]/section/div[19]/div/p/a[3]
Search Nearby Rentals	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[1]/h4
	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/div/h3
Cicero	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[1]/a
Stickney	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[2]/a
Forest View	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[3]/a
Berwyn	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[4]/a
Chicago Lawn	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[5]/a
Riverside	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[6]/a
Oak Park	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[7]/a
Lyons	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[8]/a
Forest Park	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[9]/a
North Riverside	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[10]/a
Bedford Park	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[11]/a
Brookfield	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[12]/a
McCook	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[13]/a
River Forest	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[14]/a
Summit Argo	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[15]/a
Burbank	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[16]/a
Broadview	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[17]/a
Maywood	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[18]/a
Hometown	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[19]/a
La Grange Park	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[20]/a
La Grange Highlands	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[21]/a
Elmwood Park	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[22]/a
La Grange	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[23]/a
Bridgeview	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[24]/a
Evergreen Park	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[25]/a
Justice	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[26]/a
Hodgkins	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[27]/a
River Grove	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[28]/a
Bellwood	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[29]/a
Westchester	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[30]/a
Melrose Park	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[31]/a
Countryside	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[32]/a
Oak Lawn	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[33]/a
Hillside	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[34]/a
Hickory Hills	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[35]/a
Chicago Ridge	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[36]/a
Indian Head Park	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[37]/a
Berkeley	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[38]/a
Harwood Heights	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[2]/ul/li[39]/a
	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/div/h3
Southwest Chicago	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[1]/a
Downtown Chicago	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[2]/a
North Lakefront	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[3]/a
Northwest Chicago	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[4]/a
South Lakefront	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[5]/a
Little Village	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[6]/a
Archer Heights	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[7]/a
Morton Park Land Association	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[8]/a
Scoville	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[9]/a
Brighton Park	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[10]/a
Casss	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[11]/a
K-Town	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[3]/ul/li[12]/a
	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/div/h3
Cicero  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[1]/a
Stickney  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[2]/a
Forest Park  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[3]/a
North Riverside  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[4]/a
Brookfield  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[5]/a
Broadview  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[6]/a
La Grange Park  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[7]/a
Evergreen Park  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[8]/a
Bellwood  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[9]/a
Melrose Park  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[10]/a
Oak Lawn  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[11]/a
Hickory Hills  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[12]/a
Chicago Ridge  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[4]/ul/li[13]/a
	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/div/h3
Southwest Chicago  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[1]/a
Downtown Chicago  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[2]/a
North Lakefront  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[3]/a
Northwest Chicago  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[4]/a
South Lakefront  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[5]/a
Little Village  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[6]/a
Archer Heights  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[7]/a
Brighton Park  Houses	/html/body/div[1]/main/section/div[1]/section[2]/section[2]/div[5]/ul/li[8]/a
About Us	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[1]
Advertise	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[2]
Legal Notices	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[3]
Privacy Notice	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[4]
Equal Housing	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[5]
Rental Manager	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[6]
Avoid Scams	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[7]
Accessibility	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[8]
Rent Calculator	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[9]
Blog	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[10]
Sitemap	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[1]/a[11]
	/html/body/div[1]/main/section/div[1]/section[2]/footer/div[2]/a
Equal Housing Opportunity	/html/body/div[1]/main/section/div[1]/section[2]/footer/p/a/span
No Saved Searches	/html/body/div[1]/main/section/div[1]/section[3]/div/div[1]/h2
You must save a search in order to receive alerts.	/html/body/div[1]/main/section/div[1]/section[3]/div/div[1]/p[1]
Matching Saved Search Criteria	/html/body/div[1]/main/section/div[1]/section[3]/div/div[2]/div[2]/article/div/div[4]/span[2]
Save Your Current Search	/html/body/div[1]/main/section/div[1]/section[3]/div/div[2]/div[4]/button[1]/span
Return To Search	/html/body/div[1]/main/section/div[1]/section[3]/div/div[2]/div[4]/button[2]
Manage Searches	/html/body/div[1]/main/section/div[1]/section[3]/div/section/button[1]
Save Search	/html/body/div[1]/main/section/div[1]/section[3]/div/section/button[2]
Contact Property	/html/body/div[1]/main/section/div[2]/div[1]/div/header/span
First Name *	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[1]/label
Last Name *	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[2]/label
Email Address *	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[3]/label
Move-In Date *	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[4]/div/label
Phone	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[5]/label
I would like to...	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[6]/p
Schedule a Tour	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[6]/div/fieldset[1]/label/span
Request Application	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[6]/div/fieldset[2]/label/span
Confirm Availability	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[6]/div/fieldset[3]/label/span
Custom Message	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[6]/div/fieldset[4]/label/span
Custom Message	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[6]/div/div/label
Send Message	/html/body/div[1]/main/section/div[2]/div[1]/div/div/a/span
Email me listings and apartment related info.	/html/body/div[1]/main/section/div[2]/div[1]/div/div/div[8]/fieldset/label/span
Submitting Request	/html/body/div[1]/main/section/div[2]/div[2]/div/p
Thank You	/html/body/div[1]/main/section/div[2]/div[3]/div/p[1]
Thank you! Your email has been sent.	/html/body/div[1]/main/section/div[2]/div[3]/div/p[2]
Ready to Apply?	/html/body/div[1]/main/section/div[3]/div/div/p[1]
Sign Up to Apply	/html/body/div[1]/main/section/div[3]/div/div/div/button
sign in	/html/body/div[1]/main/section/div[3]/div/div/div/p/button
window.cohortVariant = -1;	/html/body/script[1]
